Name;chrom;start;end;position;peakheight;nc;occ;fuzziness
N5:17070;chr05;16997;17143;"+5:YEL071W; ";4,21;5;96;11,502
N5:17246;chr05;17173;17319;"+6:YEL071W; ";2,27;3;100;16,371
N5:17398;chr05;17325;17471;"+7:YEL071W; ";3,56;5;75,67;17,219
N5:17569;chr05;17496;17642;"+8:YEL071W; ";3,65;5;81,67;18,133
N5:17757;chr05;17684;17830;"+9*:YEL071W; ";2,02;6;89;27,581
N5:18022;chr05;17949;18095;;3,19;4;43,33;13,817
N5:18244;chr05;18171;18317;;2,78;4;61,5;22,293
N5:18464;chr05;18391;18537;;3,50;4;100;10,689
N5:18658;chr05;18585;18731;;3,92;6;100;28,932
N5:18832;chr05;18759;18905;;2,62;5;100;27,514
N5:19164;chr05;19091;19237;;2,92;4;100;17,746
N5:19342;chr05;19269;19415;"-1:YEL070W; ";5,02;6;100;11,274
N5:19498;chr05;19425;19571;"+1:YEL070W; ";2,39;3;61;14,742
N5:19713;chr05;19640;19786;"+2:YEL070W; ";1,65;3;50;28,746
N5:20013;chr05;19940;20086;"+4:YEL070W; ";1,98;4;50;48,993
N5:20202;chr05;20129;20275;"+5:YEL070W; ";2,37;3;50;14,844
N5:20435;chr05;20362;20508;"+6:YEL070W; ";2,00;3;50;32,047
N5:20677;chr05;20604;20750;"+7:YEL070W; ";3,89;4;50;4,717
N5:20849;chr05;20776;20922;"+8:YEL070W; ";3,94;4;50;3,5
N5:21012;chr05;20939;21085;"+9:YEL070W; ";3,95;4;83,5;3,096
N5:21190;chr05;21117;21263;"+10*:YEL070W; ";2,34;3;67;15,395
N5:21433;chr05;21360;21506;;3,55;4;44,5;9,832
N5:21608;chr05;21535;21681;;4,88;5;85;4,159
N5:21791;chr05;21718;21864;;4,40;5;44,67;10,488
N5:21959;chr05;21886;22032;;3,22;4;52,5;14,491
N5:22121;chr05;22048;22194;;3,45;4;83,5;11,442
N5:22407;chr05;22334;22480;;2,26;3;0;16,823
N5:22713;chr05;22640;22786;;2,00;3;50;26,153
N5:22975;chr05;22902;23048;;2,06;4;50;25,721
N5:23195;chr05;23122;23268;"+1*:YEL069C; ";2,63;5;93;30,03
N5:23448;chr05;23375;23521;"-1:YEL069C; ";2,35;5;100;50,362
N5:23604;chr05;23531;23677;;2,69;5;48,67;32,631
N5:23849;chr05;23776;23922;;5,20;6;100;10,412
N5:24015;chr05;23942;24088;;3,78;5;100;21,87
N5:24166;chr05;24093;24239;;2,08;5;47,67;40,332
N5:24344;chr05;24271;24417;;2,11;4;74,33;26,394
N5:24511;chr05;24438;24584;;2,34;3;92,5;15,62
N5:24799;chr05;24726;24872;;3,66;4;100;8,342
N5:25081;chr05;25008;25154;;3,90;6;81,25;24,394
N5:25239;chr05;25166;25312;;4,26;5;100;11,803
N5:25409;chr05;25336;25482;;4,48;5;74,33;9,149
N5:25606;chr05;25533;25679;;5,29;6;99,5;10,45
N5:25770;chr05;25697;25843;;5,89;6;91,75;3,67
N5:25943;chr05;25870;26016;"+4*:YEL067C; ";4,54;6;100;16,241
N5:26153;chr05;26080;26226;"+3:YEL067C; ";4,63;6;88,75;16,453
N5:26322;chr05;26249;26395;"+2:YEL067C; ";3,76;4;100;6,994
N5:26475;chr05;26402;26548;"-1:YEL066W; +1:YEL067C; ";5,08;6;100;16,866
N5:26684;chr05;26611;26757;"+1:YEL066W; -1:YEL067C; ";3,31;6;100;26,838
N5:26878;chr05;26805;26951;"+2:YEL066W; ";3,40;5;80,33;19,396
N5:27040;chr05;26967;27113;"+3*:YEL066W; ";3,97;5;78;24,698
N5:27215;chr05;27142;27288;;3,89;6;86;37,807
N5:27488;chr05;27415;27561;"-1:YEL065W; ";2,00;3;78;24,007
N5:27688;chr05;27615;27761;"+1:YEL065W; ";2,69;5;78;40,303
N5:27989;chr05;27916;28062;"+3:YEL065W; ";4,69;6;100;15,769
N5:28260;chr05;28187;28333;"+5:YEL065W; ";2,73;4;83,5;20,123
N5:28430;chr05;28357;28503;"+6:YEL065W; ";4,37;6;91,75;19,142
N5:28610;chr05;28537;28683;"+7:YEL065W; ";4,67;6;89;22,004
N5:28842;chr05;28769;28915;"+8:YEL065W; ";5,04;6;61,5;11,652
N5:29008;chr05;28935;29081;"+9:YEL065W; ";2,70;4;100;21,777
N5:29206;chr05;29133;29279;"+10:YEL065W; ";2,16;4;100;31,266
N5:29415;chr05;29342;29488;"+11:YEL065W; ";2,11;4;56;33,161
N5:29683;chr05;29610;29756;;3,01;6;91,75;34,302
N5:29862;chr05;29789;29935;"+9*:YEL064C; ";2,59;5;100;44,608
N5:30038;chr05;29965;30111;"+8:YEL064C; ";5,71;6;94,5;6,022
N5:30211;chr05;30138;30284;"+7:YEL064C; ";5,23;6;100;11,183
N5:30393;chr05;30320;30466;"+6:YEL064C; ";2,96;3;100;3,464
N5:30560;chr05;30487;30633;"+5:YEL064C; ";4,81;5;100;5,292
N5:30723;chr05;30650;30796;"+4:YEL064C; ";4,44;5;100;9,338
N5:30888;chr05;30815;30961;"+3:YEL064C; ";5,09;6;100;11,041
N5:31081;chr05;31008;31154;"+2:YEL064C; ";5,18;6;91,75;10,647
N5:31243;chr05;31170;31316;"+1:YEL064C; ";4,55;5;94,33;8,532
N5:31502;chr05;31429;31575;"-1:YEL064C; +13*:YEL063C; ";3,83;4;71,5;5,802
N5:31669;chr05;31596;31742;"+12:YEL063C; ";4,82;5;82;5,263
N5:31954;chr05;31881;32027;"+10:YEL063C; ";2,15;4;78,5;35,678
N5:32192;chr05;32119;32265;"+9:YEL063C; ";2,88;5;100;43,981
N5:32384;chr05;32311;32457;"+8:YEL063C; ";5,29;6;72,5;10,02
N5:32544;chr05;32471;32617;"+7:YEL063C; ";4,54;5;100;8,585
N5:32875;chr05;32802;32948;"+5:YEL063C; ";2,75;6;73;40,033
N5:33273;chr05;33200;33346;"+3:YEL063C; ";4,11;5;97,67;13,065
N5:33433;chr05;33360;33506;"+2:YEL063C; ";3,82;6;100;29,146
N5:33654;chr05;33581;33727;"+1:YEL063C; ";5,23;6;94,25;10,211
N5:33807;chr05;33734;33880;"0:YEL063C; ";1,00;1;100;0
N5:34053;chr05;33980;34126;"-1:YEL062W; ";4,60;6;80,25;14,325
N5:34234;chr05;34161;34307;"0:YEL062W; ";5,12;6;90,25;11,094
N5:34424;chr05;34351;34497;"+1:YEL062W; ";5,38;6;100;9,543
N5:34597;chr05;34524;34670;"+2:YEL062W; ";3,88;4;98,5;4,787
N5:34765;chr05;34692;34838;"+3:YEL062W; ";4,39;6;97,75;15,476
N5:34918;chr05;34845;34991;"+4:YEL062W; ";3,28;4;98;14,095
N5:35099;chr05;35026;35172;"+5:YEL062W; ";5,06;6;100;11,197
N5:35251;chr05;35178;35324;"+6:YEL062W; ";5,27;6;100;9,607
N5:35422;chr05;35349;35495;"+7:YEL062W; ";5,18;6;100;10,496
N5:35708;chr05;35635;35781;"+9:YEL062W; ";2,97;6;99,25;39,035
N5:35862;chr05;35789;35935;"+10:YEL062W; ";3,54;4;100;10,079
N5:36031;chr05;35958;36104;"+11:YEL062W; ";4,68;6;100;13,838
N5:36190;chr05;36117;36263;"+12*:YEL062W; ";4,41;6;85,5;21,49
N5:36401;chr05;36328;36474;"+21*:YEL061C; ";4,34;6;80;16,505
N5:36598;chr05;36525;36671;"+20:YEL061C; ";4,74;6;72,75;14,56
N5:36965;chr05;36892;37038;"+18:YEL061C; ";3,59;6;91,75;27,745
N5:37245;chr05;37172;37318;"+16:YEL061C; ";1,56;3;85;43,267
N5:37538;chr05;37465;37611;"+14:YEL061C; ";3,67;4;67;8,124
N5:37705;chr05;37632;37778;"+13:YEL061C; ";2,84;4;53;31,522
N5:37991;chr05;37918;38064;"+11:YEL061C; ";1,96;4;49,67;32,588
N5:38189;chr05;38116;38262;"+10:YEL061C; ";3,51;5;99;31,578
N5:38344;chr05;38271;38417;"+9:YEL061C; ";3,91;5;100;31,412
N5:38508;chr05;38435;38581;"+8:YEL061C; ";2,79;3;64;8,083
N5:38659;chr05;38586;38732;"+7:YEL061C; ";4,57;6;90,25;14,896
N5:38823;chr05;38750;38896;"+6:YEL061C; ";3,00;4;76;17,916
N5:39118;chr05;39045;39191;"+4:YEL061C; ";4,64;5;88;7,463
N5:39279;chr05;39206;39352;"+3:YEL061C; ";4,98;5;100;1,789
N5:39450;chr05;39377;39523;"+2:YEL061C; ";5,77;6;100;5,279
N5:39634;chr05;39561;39707;"+1:YEL061C; ";5,06;6;89,75;11,639
N5:39925;chr05;39852;39998;"+13*:YEL060C; -1:YEL061C; ";2,48;4;70;25,591
N5:40238;chr05;40165;40311;"+11:YEL060C; ";2,95;5;63,33;35,081
N5:40401;chr05;40328;40474;"+10:YEL060C; ";2,97;5;65,67;25,274
N5:40599;chr05;40526;40672;"+9:YEL060C; ";1,03;3;56;36,373
N5:40785;chr05;40712;40858;"+8:YEL060C; ";2,30;4;47;37,026
N5:41153;chr05;41080;41226;"+6:YEL060C; ";2,39;3;75;14,572
N5:41310;chr05;41237;41383;"+5:YEL060C; ";2,38;4;72,33;34,53
N5:41485;chr05;41412;41558;"+4:YEL060C; ";3,97;5;70;14,721
N5:41658;chr05;41585;41731;"+3:YEL060C; ";3,62;6;80;22,906
N5:41813;chr05;41740;41886;"+2:YEL060C; ";2,49;5;100;32,66
N5:41966;chr05;41893;42039;"+1:YEL060C; ";2,86;4;72,33;24,352
N5:42261;chr05;42188;42334;"-1:YEL060C; ";1,96;2;100;4,95
N5:42464;chr05;42391;42537;"+2*:YEL059C-A; ";5,26;6;100;9,812
N5:42635;chr05;42562;42708;"+1:YEL059C-A; ";4,45;5;66,67;9,423
N5:42882;chr05;42809;42955;"-1:YEL059C-A; ";5,57;6;90,5;7,448
N5:43040;chr05;42967;43113;"-1:YEL058W; ";5,67;6;100;6,25
N5:43276;chr05;43203;43349;"+1:YEL058W; ";5,66;6;100;6,377
N5:43449;chr05;43376;43522;"+2:YEL058W; ";4,81;5;100;5,404
N5:43605;chr05;43532;43678;"+3:YEL058W; ";4,71;5;94,33;6,76
N5:43764;chr05;43691;43837;"+4:YEL058W; ";4,38;5;78;10,109
N5:43935;chr05;43862;44008;"+5:YEL058W; ";4,90;5;77,33;3,912
N5:44097;chr05;44024;44170;"+6:YEL058W; ";4,11;6;76,5;21,735
N5:44260;chr05;44187;44333;"+7:YEL058W; ";2,62;4;95,67;36,619
N5:44420;chr05;44347;44493;"+8:YEL058W; ";2,04;3;67;25,403
N5:44618;chr05;44545;44691;"+9:YEL058W; ";5,28;6;100;9,649
N5:44785;chr05;44712;44858;"-1:CUT105; +10:YEL058W; ";5,21;6;100;10,265
N5:44962;chr05;44889;45035;"+7*:YEL057C; 0:CUT105; +11*:YEL058W; ";4,23;6;89,25;18,097
N5:45223;chr05;45150;45296;"+5:YEL057C; +2:CUT105; ";5,37;6;94,5;8,931
N5:45389;chr05;45316;45462;"+4:YEL057C; +3:CUT105; ";4,79;5;100;5,612
N5:45537;chr05;45464;45610;"+3:YEL057C; +4:CUT105; ";4,79;6;100;13,401
N5:45800;chr05;45727;45873;"+1:YEL057C; +6*:CUT105; +5*:Unit157; ";2,35;4;64;33,049
N5:45964;chr05;45891;46037;"-1:YEL057C; +4:Unit157; ";3,60;5;100;30,125
N5:46252;chr05;46179;46325;"+2:Unit157; ";2,21;3;52;17,776
N5:46407;chr05;46334;46480;"+1:Unit157; ";5,37;6;91,75;8,886
N5:46568;chr05;46495;46641;"-1:Unit157; ";2,84;3;45;7,024
N5:46871;chr05;46798;46944;"-1:YEL056W; ";3,40;4;93;11,818
N5:47144;chr05;47071;47217;"+1:YEL056W; ";5,86;6;94,75;4,037
N5:47311;chr05;47238;47384;"+2:YEL056W; ";5,44;6;100;8,643
N5:47474;chr05;47401;47547;"+3:YEL056W; ";5,58;6;100;7,139
N5:47635;chr05;47562;47708;"+4:YEL056W; ";4,50;5;100;8,983
N5:47786;chr05;47713;47859;"+5:YEL056W; ";4,90;5;100;3,808
N5:47957;chr05;47884;48030;"+6:YEL056W; ";4,83;6;100;20,566
N5:48118;chr05;48045;48191;"+7:YEL056W; ";2,50;5;100;28,766
N5:48330;chr05;48257;48403;"+8*:YEL056W; ";3,08;6;97,25;32,292
N5:48674;chr05;48601;48747;;2,62;5;100;37,077
N5:48870;chr05;48797;48943;;2,41;4;66,33;30,73
N5:49024;chr05;48951;49097;;2,88;4;100;27,621
N5:49184;chr05;49111;49257;;3,82;6;91,75;23,069
N5:49365;chr05;49292;49438;;4,00;6;86,25;29,084
N5:49520;chr05;49447;49593;"+13*:YEL055C; ";1,76;6;99,25;41,22
N5:49711;chr05;49638;49784;"+12:YEL055C; ";3,66;6;100;25,624
N5:50056;chr05;49983;50129;"+10:YEL055C; ";2,02;5;99,25;49,166
N5:50297;chr05;50224;50370;"+9:YEL055C; ";4,19;5;76,67;11,675
N5:50623;chr05;50550;50696;"+7:YEL055C; ";1,88;3;45;34,02
N5:50783;chr05;50710;50856;"+6:YEL055C; ";2,90;4;83;31,984
N5:51072;chr05;50999;51145;"+4:YEL055C; ";5,60;6;81,5;7,09
N5:51241;chr05;51168;51314;"+3:YEL055C; ";5,39;6;100;8,756
N5:51413;chr05;51340;51486;"+2:YEL055C; ";5,19;6;78,5;10,895
N5:51584;chr05;51511;51657;"+1:YEL055C; ";4,54;6;75,5;15,821
N5:51888;chr05;51815;51961;"+1:CUT543; ";3,66;6;81,5;23,967
N5:52074;chr05;52001;52147;"0:CUT543; ";4,19;6;86,25;19,837
N5:52257;chr05;52184;52330;"-1:CUT543; ";2,25;4;69;25,145
N5:52421;chr05;52348;52494;;1,00;2;45;40,305
N5:52584;chr05;52511;52657;"+5*:YEL054C; ";2,94;4;50;16,153
N5:52783;chr05;52710;52856;"+4:YEL054C; ";2,15;4;81,5;26,458
N5:53037;chr05;52964;53110;"+2:YEL054C; ";1,00;2;23;40,305
N5:53188;chr05;53115;53261;"+1:YEL054C; ";3,32;5;73;31,201
N5:53429;chr05;53356;53502;"-1:YEL054C; ";1,93;2;50;6,364
N5:53599;chr05;53526;53672;;2,93;4;100;18,392
N5:53895;chr05;53822;53968;"+15*:YEL053C; ";2,12;3;70,5;19
N5:54068;chr05;53995;54141;"+14:YEL053C; ";4,42;5;96,33;9,513
N5:54223;chr05;54150;54296;"+13:YEL053C; ";3,69;5;100;32,522
N5:54392;chr05;54319;54465;"+12:YEL053C; ";3,02;4;56;14,728
N5:54560;chr05;54487;54633;"+11:YEL053C; ";3,53;5;56;21,603
N5:54851;chr05;54778;54924;"+9:YEL053C; ";2,88;6;91;29,757
N5:55146;chr05;55073;55219;"+7:YEL053C; ";4,10;6;100;19,426
N5:55319;chr05;55246;55392;"+6:YEL053C; ";4,08;6;100;18,49
N5:55485;chr05;55412;55558;"+5:YEL053C; ";2,30;3;100;16,462
N5:55649;chr05;55576;55722;"+4:YEL053C; ";4,44;6;88,75;24,265
N5:55801;chr05;55728;55874;"+3:YEL053C; ";3,80;5;100;14,843
N5:55967;chr05;55894;56040;"+2:YEL053C; ";5,47;6;100;8,214
N5:56133;chr05;56060;56206;"+1:YEL053C; ";5,44;6;100;8,548
N5:56357;chr05;56284;56430;"-1:YEL053C; -1:YEL052W; ";4,08;5;68,67;12,28
N5:56569;chr05;56496;56642;"+1:YEL052W; ";5,24;6;91,75;10,147
N5:56736;chr05;56663;56809;"+2:YEL052W; ";4,24;5;100;12,124
N5:56898;chr05;56825;56971;"+3:YEL052W; ";3,98;5;100;29,012
N5:57079;chr05;57006;57152;"+4:YEL052W; ";4,38;6;100;15,832
N5:57239;chr05;57166;57312;"+5:YEL052W; ";5,36;6;91,75;9,585
N5:57401;chr05;57328;57474;"+6:YEL052W; ";5,34;6;100;9,311
N5:57722;chr05;57649;57795;"+8:YEL052W; ";2,84;5;92,67;36,442
N5:57935;chr05;57862;58008;"+9:YEL052W; ";3,73;5;85,33;18,74
N5:58091;chr05;58018;58164;"-1:YEL051W; +10*:YEL052W; ";4,96;6;100;15,042
N5:58379;chr05;58306;58452;"+1:YEL051W; ";5,89;6;99,25;3,601
N5:58554;chr05;58481;58627;"+2:YEL051W; ";5,31;6;100;9,326
N5:58725;chr05;58652;58798;"+3:YEL051W; ";4,71;6;91,5;20,849
N5:58906;chr05;58833;58979;"+4:YEL051W; +3*:CUT545; ";4,95;6;71;12,16
N5:59073;chr05;59000;59146;"+5:YEL051W; +2:CUT545; ";5,49;6;94,25;7,994
N5:59254;chr05;59181;59327;"+6*:YEL051W; +1:CUT545; ";1,94;3;79;22,368
N5:59416;chr05;59343;59489;"0:CUT545; ";1,25;2;100;23,335
N5:59579;chr05;59506;59652;"-1:CUT545; +9*:YEL050C; ";2,95;4;100;17,366
N5:59749;chr05;59676;59822;"+8:YEL050C; ";5,51;6;100;7,96
N5:59908;chr05;59835;59981;"+7:YEL050C; ";5,23;6;100;10,191
N5:60198;chr05;60125;60271;"+5:YEL050C; ";4,29;6;100;19,826
N5:60367;chr05;60294;60440;"+4:YEL050C; ";5,86;6;100;4,037
N5:60529;chr05;60456;60602;"+3:YEL050C; ";5,37;6;93;9,05
N5:60688;chr05;60615;60761;"+2:YEL050C; ";4,84;5;100;4,899
N5:60866;chr05;60793;60939;"+1:YEL050C; ";5,72;6;100;5,75
N5:61148;chr05;61075;61221;"-1:YEL050C; ";2,85;4;50;25,338
N5:61318;chr05;61245;61391;;3,01;5;54;23,35
N5:61576;chr05;61503;61649;;2,96;5;49,33;30,116
N5:61732;chr05;61659;61805;;3,09;5;61,33;31,297
N5:61931;chr05;61858;62004;;3,60;5;45;18,868
N5:62112;chr05;62039;62185;;3,15;4;51;14,376
N5:62264;chr05;62191;62337;;1,96;2;100;4,95
N5:62477;chr05;62404;62550;;2,35;5;93;28,351
N5:62651;chr05;62578;62724;;3,56;4;98,5;9,539
N5:62806;chr05;62733;62879;"+6*:CUT546; ";4,54;6;100;15,756
N5:62995;chr05;62922;63068;"+5:CUT546; ";5,46;6;100;8,448
N5:63165;chr05;63092;63238;"+4:CUT546; ";5,71;6;100;5,888
N5:63339;chr05;63266;63412;"-1:YEL049W; +3:CUT546; ";3,01;6;100;26,907
N5:63566;chr05;63493;63639;"0:YEL049W; +2:CUT546; ";2,41;5;100;28,732
N5:63746;chr05;63673;63819;"+1:YEL049W; 0:CUT546; ";2,52;4;73,5;33,768
N5:63905;chr05;63832;63978;"+2:YEL049W; -1:CUT546; ";1,00;1;-2;0
N5:64053;chr05;63980;64126;"+3:YEL049W; ";2,98;4;72,5;24,166
N5:64364;chr05;64291;64437;"+5:YEL048C; +1:Unit158; ";2,83;3;100;34,161
N5:64532;chr05;64459;64605;"+4:YEL048C; -1:Unit158; ";3,65;5;100;28,508
N5:64969;chr05;64896;65042;"+2:YEL048C; ";4,08;5;85,33;12,973
N5:65137;chr05;65064;65210;"+1:YEL048C; ";5,11;6;90,25;11,94
N5:65423;chr05;65350;65496;"+9*:YEL047C; -1:YEL048C; ";3,79;5;92,67;23,098
N5:65581;chr05;65508;65654;"+8:YEL047C; ";4,83;5;68;5,119
N5:65742;chr05;65669;65815;"+7:YEL047C; ";4,77;5;81,67;5,975
N5:65931;chr05;65858;66004;"+6:YEL047C; ";5,12;6;100;11,343
N5:66098;chr05;66025;66171;"+5:YEL047C; ";5,49;6;95;8,116
N5:66272;chr05;66199;66345;"+4:YEL047C; ";4,86;6;100;13,125
N5:66452;chr05;66379;66525;"+3:YEL047C; ";5,53;6;100;7,72
N5:66627;chr05;66554;66700;"+2:YEL047C; ";5,77;6;100;5,231
N5:66790;chr05;66717;66863;"+1:YEL047C; ";5,48;6;100;7,994
N5:66938;chr05;66865;67011;"-1:YEL047C; ";1,81;2;1;10,607
N5:67100;chr05;67027;67173;"+1*:Unit159; ";2,13;3;61;20,306
N5:67388;chr05;67315;67461;"+9*:YEL046C; -1:Unit159; ";3,24;5;96,75;19,532
N5:67565;chr05;67492;67638;"+8:YEL046C; ";1,95;2;0;5,657
N5:67827;chr05;67754;67900;"+6:YEL046C; ";2,62;5;48,33;34,867
N5:68038;chr05;67965;68111;"+5:YEL046C; ";1,04;3;100;30,827
N5:68214;chr05;68141;68287;"+4:YEL046C; ";2,48;5;58,33;31,477
N5:68459;chr05;68386;68532;"+3:YEL046C; ";1,93;5;68;39,564
N5:68681;chr05;68608;68754;"+2:YEL046C; ";2,73;3;89;9,074
N5:68864;chr05;68791;68937;"+1:YEL046C; ";3,03;5;63,25;26,296
N5:69044;chr05;68971;69117;"-1:YEL046C; ";1,00;1;100;0
N5:69230;chr05;69157;69303;;1,91;4;80,5;45,669
N5:69487;chr05;69414;69560;"-1:YEL044W; ";2,25;4;66,67;41,142
N5:69810;chr05;69737;69883;"+1:YEL044W; ";3,44;5;86,67;20,194
N5:70010;chr05;69937;70083;"-1:YEL043W; +2:YEL044W; ";3,80;4;100;6,351
N5:70195;chr05;70122;70268;"0:YEL043W; +3*:YEL044W; ";5,05;6;91,75;11,928
N5:70474;chr05;70401;70547;"+2:YEL043W; ";4,03;5;100;13,323
N5:70638;chr05;70565;70711;"+3:YEL043W; ";5,32;6;100;9,642
N5:70810;chr05;70737;70883;"+4:YEL043W; ";5,46;6;100;8,165
N5:70974;chr05;70901;71047;"+5:YEL043W; ";3,62;4;100;8,963
N5:71137;chr05;71064;71210;"+6:YEL043W; ";5,22;6;100;11,125
N5:71288;chr05;71215;71361;"+7:YEL043W; ";3,36;4;91,5;12,366
N5:71447;chr05;71374;71520;"+8:YEL043W; ";4,16;5;82;12,235
N5:71615;chr05;71542;71688;"+9:YEL043W; ";5,28;6;94,75;9,968
N5:71782;chr05;71709;71855;"+10:YEL043W; ";4,76;6;71;13,856
N5:71944;chr05;71871;72017;"+11*:YEL043W; ";3,03;4;89,5;16,062
N5:72094;chr05;72021;72167;;4,55;5;100;8,562
N5:72254;chr05;72181;72327;;2,09;5;100;33,429
N5:72554;chr05;72481;72627;;5,14;6;97,25;10,954
N5:72715;chr05;72642;72788;;3,32;5;100;18,501
N5:72988;chr05;72915;73061;;4,19;5;92,67;11,541
N5:73157;chr05;73084;73230;;5,44;6;100;8,406
N5:73325;chr05;73252;73398;"-1:YEL042W; ";5,49;6;94,5;8,167
N5:73668;chr05;73595;73741;"+1:YEL042W; ";4,26;5;89;12,133
N5:73823;chr05;73750;73896;"+2:YEL042W; ";5,13;6;73,25;10,998
N5:73990;chr05;73917;74063;"+3:YEL042W; ";3,56;5;100;16,757
N5:74164;chr05;74091;74237;"+4:YEL042W; ";5,69;6;99,25;6,058
N5:74460;chr05;74387;74533;"+6:YEL042W; ";3,53;4;83,5;10,21
N5:74756;chr05;74683;74829;"+8:YEL042W; ";4,20;6;97,5;23,051
N5:74907;chr05;74834;74980;"+9:YEL042W; ";2,88;5;84,33;26,035
N5:75077;chr05;75004;75150;"+10:YEL042W; ";3,43;5;100;17,413
N5:75228;chr05;75155;75301;"+11:YEL042W; ";4,44;6;100;16,452
N5:75387;chr05;75314;75460;"-1:Unit185; +12*:YEL042W; ";3,33;4;34;13,342
N5:75595;chr05;75522;75668;"-1:YEL041W; 0:Unit185; ";5,28;6;100;9,913
N5:75821;chr05;75748;75894;"0:YEL041W; +2*:Unit185; ";3,72;6;58;31,81
N5:76017;chr05;75944;76090;"+2:YEL041W; ";4,79;6;97,25;13,895
N5:76341;chr05;76268;76414;"+4:YEL041W; ";2,40;4;89;28,314
N5:76516;chr05;76443;76589;"+5:YEL041W; ";3,48;5;100;20,659
N5:76821;chr05;76748;76894;"+7:YEL041W; ";2,85;5;88,5;24,536
N5:77117;chr05;77044;77190;"+9:YEL041W; ";3,88;4;89;4,787
N5:77411;chr05;77338;77484;"+11:YEL041W; ";2,87;5;100;35,153
N5:77579;chr05;77506;77652;"+12*:YEL041W; ";3,45;5;100;31,854
N5:77816;chr05;77743;77889;"-1:YEL040W; ";1,03;2;100;32,527
N5:77965;chr05;77892;78038;"0:YEL040W; ";2,44;4;54,67;27,489
N5:78154;chr05;78081;78227;"+1:YEL040W; ";4,60;6;100;26,666
N5:78324;chr05;78251;78397;"+2:YEL040W; ";1,97;4;100;39,084
N5:78484;chr05;78411;78557;"+3:YEL040W; ";2,35;5;94;28,766
N5:78687;chr05;78614;78760;"+4:YEL040W; ";4,15;5;80,5;12,542
N5:78847;chr05;78774;78920;"+5:YEL040W; ";4,06;5;100;12,641
N5:79012;chr05;78939;79085;"+6:YEL040W; ";4,46;6;80,25;18,862
N5:79182;chr05;79109;79255;"+7:YEL040W; ";3,57;4;67;9,43
N5:79497;chr05;79424;79570;"+9*:YEL040W; +5:YEL039C; ";1,81;4;45,5;49,392
N5:79751;chr05;79678;79824;"+3:YEL039C; ";4,75;6;96,5;13,456
N5:79952;chr05;79879;80025;"+2:YEL039C; ";4,65;6;100;14,32
N5:80129;chr05;80056;80202;"+1:YEL039C; ";5,56;6;99,25;7,342
N5:80299;chr05;80226;80372;"-1:YEL038W; -1:YEL039C; ";1,76;2;39,5;12,021
N5:80477;chr05;80404;80550;"+1:YEL038W; ";5,75;6;96;5,428
N5:80645;chr05;80572;80718;"+2:YEL038W; ";4,85;5;100;4,722
N5:80817;chr05;80744;80890;"+3:YEL038W; ";4,15;5;100;12,598
N5:80982;chr05;80909;81055;"+4*:YEL038W; ";5,05;6;100;11,742
N5:81456;chr05;81383;81529;"+9:YEL037C; ";2,61;5;89;32,384
N5:81746;chr05;81673;81819;"+7:YEL037C; ";4,49;5;97,25;9,138
N5:81921;chr05;81848;81994;"+6:YEL037C; ";2,21;3;100;17,01
N5:82070;chr05;81997;82143;"+5:YEL037C; ";2,74;4;47;31,204
N5:82219;chr05;82146;82292;"+4:YEL037C; ";4,02;5;77,33;13,217
N5:82393;chr05;82320;82466;"+3:YEL037C; ";5,28;6;72,25;9,67
N5:82551;chr05;82478;82624;"+2:YEL037C; ";4,70;6;95,5;14,525
N5:82728;chr05;82655;82801;"+1:YEL037C; ";4,62;5;100;7,727
N5:83016;chr05;82943;83089;"+11*:YEL036C; -1:YEL037C; ";2,58;4;11,5;27,725
N5:83203;chr05;83130;83276;"+10:YEL036C; ";3,11;5;67;23,392
N5:83514;chr05;83441;83587;"+8:YEL036C; ";1,62;2;70;15,556
N5:83673;chr05;83600;83746;"+7:YEL036C; ";4,44;5;85,67;9,737
N5:83824;chr05;83751;83897;"+6:YEL036C; ";2,93;3;100;4,509
N5:83984;chr05;83911;84057;"+5:YEL036C; ";3,82;5;77;22,45
N5:84149;chr05;84076;84222;"+4:YEL036C; ";3,89;5;78;29,252
N5:84303;chr05;84230;84376;"+3:YEL036C; ";4,57;5;100;8,379
N5:84467;chr05;84394;84540;"+2:YEL036C; ";5,98;6;100;1,472
N5:84638;chr05;84565;84711;"+1:YEL036C; ";5,69;6;100;6,261
N5:84954;chr05;84881;85027;"-1:YEL036C; +5*:YEL035C; ";2,99;4;99;16,008
N5:85213;chr05;85140;85286;"+3:YEL035C; ";2,51;3;100;12,858
N5:85368;chr05;85295;85441;"-1:YEL034W; +2:YEL035C; ";1,98;2;100;3,536
N5:85531;chr05;85458;85604;"0:YEL034W; +1:YEL035C; ";1,00;1;0;0
N5:85696;chr05;85623;85769;"+1:YEL034W; 0:YEL035C; ";4,00;6;78,25;20,044
N5:85866;chr05;85793;85939;"+2:YEL034W; -1:YEL035C; ";4,28;6;57,25;19,263
N5:86039;chr05;85966;86112;"+3:YEL034W; ";2,02;4;100;49,444
N5:86245;chr05;86172;86318;"+1*:anti-YEL033W; +4*:YEL034W; ";2,77;5;53,67;26,287
N5:86600;chr05;86527;86673;"-1:anti-YEL033W; ";1,90;2;1;7,778
N5:86756;chr05;86683;86829;"-1:YEL032W; ";1,00;1;65;0
N5:86926;chr05;86853;86999;"+1:YEL032W; ";3,90;5;100;13,664
